Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
79b9a5b7-93ea-9c2a-c7d1-9f6c25755dd2,1975-06-12,,999-67-8964,S99990418,X2022945X,Mrs.,Audra,Samira,Wiza,,Satterfield,D,white,hispanic,F,Brookfield  Massachusetts  US,879 Larson Ranch Suite 67,Plymouth,Massachusetts,Plymouth County,25023,02360,41.916338913134474,-70.63389023994336,841551.38,408022.04,115979
67cc78f7-c8ed-2367-3a00-2694c6946c78,2022-11-25,,999-36-2648,,,,Larue,Annis,Greenfelder,,,,asian,nonhispanic,F,Lawrence  Massachusetts  US,227 Olson Well Unit 10,Chicopee,Massachusetts,Hampden County,25013,01013,42.19670539830968,-72.53533361204066,5637.40,0.00,141015
9d003811-96d4-3299-8a0a-164506aa25b8,1985-02-13,,999-78-7280,S99923063,X81672097X,Mr.,Eugenio,,McCullough,,,M,white,nonhispanic,M,Paris  Ile-de-France  FR,306 Quigley Lane,Holyoke,Massachusetts,Hampden County,25013,01040,42.20066350284799,-72.63022797007963,66622.01,15323.01,33822
ffa6a4b5-52ef-4ec7-47f6-465b796cda17,2015-02-03,,999-66-8250,,,,Ellamae,Ivy,Dickinson,,,,white,nonhispanic,F,Lowell  Massachusetts  US,231 Hegmann Arcade Suite 14,Rehoboth,Massachusetts,Bristol County,,00000,41.83004238206826,-71.25785842515056,2050.00,35004.33,8409
0fdf4548-6c12-3020-7a15-42f5ecee4328,2007-07-22,,999-54-3579,S99927613,,,Thu,Tuyet,Altenwerth,,,,white,nonhispanic,F,Shrewsbury  Massachusetts  US,478 Wiegand Way Unit 5,Beverly,Massachusetts,Essex County,25009,01915,42.531397942308836,-70.89014492058148,60392.09,3185.76,87107
76966d18-8a75-29da-13c7-be39bc7c10d2,1972-06-05,,999-78-8411,S99989319,X68639607X,Mr.,Frankie,Loyd,Christiansen,,,S,black,nonhispanic,M,Green Harbor-Cedar Crest  Massachusetts  US,903 Keeling Gate,Agawam,Massachusetts,Hampden County,25013,01001,42.090274709021585,-72.645359347339,107397.65,619559.45,23895
163c0c1c-54b3-c413-bccf-25ff6f00a505,2017-05-03,,999-80-1968,,,,Boris,Gail,Bode,,,,white,nonhispanic,M,Stoughton  Massachusetts  US,884 Windler Trace,Tewksbury,Massachusetts,Middlesex County,,00000,42.62650378059983,-71.24714256044716,1873.47,62503.74,24283
5fa6384d-a023-4829-63dd-2b299117b9ce,2000-10-02,,999-73-5201,S99971631,X79700498X,Mr.,Herbert,Millard,Windler,,,,white,nonhispanic,M,Boston  Massachusetts  US,402 Daugherty Crossroad Apt 6,Boston,Massachusetts,Suffolk County,25025,02131,42.32200185848031,-71.19789028197681,6445.86,366047.25,14262
d9870584-ecce-1b34-8b35-b65eb5685f82,2010-11-29,,999-26-2852,,,,Mia,Raquel,Mills,,,,black,nonhispanic,F,Springfield  Massachusetts  US,729 Sipes Well,Boston,Massachusetts,Suffolk County,25025,02203,42.30305142344219,-71.10528211659069,5905.56,52928.62,10224
9390f6f6-2999-443c-41b6-370a57599dc6,1970-02-21,,999-24-3384,S99979430,X57954675X,Mrs.,Leanne,Ginger,O'Connell,,Emmerich,M,white,nonhispanic,F,Brookline  Massachusetts  US,1047 Toy Common Unit 46,Foxborough,Massachusetts,Norfolk County,25021,02035,42.088697892941035,-71.2381569543293,15721.97,737273.78,10832
d0c76e72-2df4-ae53-1be7-18344339e9fe,2011-03-16,,999-42-4969,,,,Morgan,Elbert,Hartmann,,,,white,nonhispanic,M,Newburyport  Massachusetts  US,1046 Nienow Estate Unit 26,Rockland,Massachusetts,Plymouth County,,00000,42.14953878362493,-70.90724585973635,1877.30,21250.13,10571
45b08ddc-b3e1-9a11-29a6-580f165e9d11,1944-02-29,2023-05-30,999-76-1727,S99959281,X35925471X,Mrs.,Lakeisha,Arianna,Rutherford,,Deckow,M,black,nonhispanic,F,Nantucket  Massachusetts  US,207 Beier Terrace,Taunton,Massachusetts,Bristol County,25005,02718,41.97565413596749,-71.08141862002587,654453.15,173830.13,74981
ce988bf6-f93c-b377-d7cf-46cdd355c832,1968-01-20,,999-73-8224,S99999310,X30061330X,Ms.,Maurice,Marilee,Runolfsson,,,S,black,hispanic,F,Wellesley  Massachusetts  US,607 Marquardt Tunnel,Somerville,Massachusetts,Middlesex County,25017,02155,42.44039924851165,-71.14348352148666,52461.89,472821.06,64584
d0a1abde-eddf-a3d0-8934-7af921fc9359,1972-04-23,,999-15-7010,S99978803,X61801800X,Mrs.,Velva,Noemi,Hauck,,Dicki,M,white,nonhispanic,F,Shrewsbury  Massachusetts  US,315 O'Reilly Corner Apt 71,Framingham,Massachusetts,Middlesex County,25017,01702,42.26813310910662,-71.3962854194222,604517.56,250425.31,40718
52bc78ec-45c9-0354-9c32-677f9a279be3,1956-05-22,,999-37-8683,S99944848,X39612192X,Mr.,Efren,Garfield,Rau,,,M,white,nonhispanic,M,Chicopee  Massachusetts  US,975 Mueller Bypass,Auburn,Massachusetts,Worcester County,,00000,42.20910122094384,-71.87719664781036,150523.66,71111.00,64097
0eb7989e-a863-c4ad-9ae7-c29d2675aae4,1973-07-08,,999-47-5705,S99939956,X78918644X,Mrs.,Shemika,Vi,Bednar,,Padberg,M,white,nonhispanic,F,Taunton  Massachusetts  US,700 Rempel Hollow,Reading,Massachusetts,Middlesex County,25017,01867,42.568879516583465,-71.05564489065301,302922.89,632023.28,133823
843cf416-d2ed-347d-6ba2-7394f0ea0ea1,2008-11-13,,999-31-8336,S99971447,,,Stephanie,Johnie,Gutkowski,,,,white,nonhispanic,F,Northbridge  Massachusetts  US,1037 Turcotte Path,Worcester,Massachusetts,Worcester County,25027,01605,42.281266332169686,-71.82040142458115,43821.65,19557.77,34260
636b9dcd-4ab0-154b-b122-13750ec209d9,1992-09-18,,999-14-6547,S99920660,X41282676X,Mr.,Raymundo,Terrell,Brekke,,,M,white,nonhispanic,M,Bridgewater  Massachusetts  US,171 Runolfsson Bay,Boston,Massachusetts,Suffolk County,25025,02128,42.36882833080045,-71.05114782560385,89806.24,0.00,65752
918ca647-7084-603b-720b-6848163aa6cc,2000-07-25,,999-66-6716,S99941236,X87567921X,Ms.,Marylyn,,Murphy,,,,white,nonhispanic,F,Arlington  Massachusetts  US,896 Becker Quay Suite 56,Lawrence,Massachusetts,Essex County,25009,01841,42.709897977112,-71.1408550150579,11199.14,820388.13,9853
5eaa8df0-e8d6-da18-d29e-ae9ada6c3102,1985-03-06,,999-47-2608,S99963265,X68618264X,Mr.,Roman,Hugo,Franecki,,,M,asian,nonhispanic,M,Shanghai  Shanghai Municipality  CN,355 Wunsch Byway Unit 50,Leominster,Massachusetts,Worcester County,25027,01453,42.56397427168724,-71.73394204520321,8329.30,149789.11,12309
4c54b09c-4047-21fb-ccbf-7fca589dcbb8,1995-10-16,,999-37-4911,S99966441,X76259347X,Mrs.,Yee,Remona,Feest,,Legros,M,white,nonhispanic,F,Walpole  Massachusetts  US,335 Lesch Grove,Worcester,Massachusetts,Worcester County,25027,01602,42.278322934319434,-71.83996678735708,131017.38,274412.70,96463
194ec04a-6e24-048e-e4ad-2f3a51d6eb39,2002-09-15,,999-36-3531,S99962854,X77410451X,Ms.,Marcie,Classie,Halvorson,,,,black,nonhispanic,F,Somerville  Massachusetts  US,369 Howe Annex,Holyoke,Massachusetts,Hampden County,25013,01040,42.17102021674687,-72.67941293730605,18863.56,54661.93,25695
085ac416-f4ac-3c7a-8d18-922c07122cce,2017-10-12,,999-88-5910,,,,Jenette,,Runolfsson,,,,white,nonhispanic,F,Weymouth  Massachusetts  US,576 Satterfield Grove Unit 24,North Adams,Massachusetts,Berkshire County,25003,01247,42.71238820789106,-73.06621199920956,15877.27,22909.54,31171
4db5c6f5-70a0-de2e-2486-455fd66e63fe,2013-11-10,,999-32-9871,,,,Rosamaria,Quiana,Wintheiser,,,,asian,nonhispanic,F,Dedham  Massachusetts  US,362 Kiehn Alley Suite 67,Cambridge,Massachusetts,Middlesex County,25017,02138,42.3290917082696,-71.14159505623091,20760.27,17077.79,39019
f5d21e38-f7ab-e038-7ae6-fcaf83c6ad01,1974-07-31,,999-24-9304,S99974960,X13228311X,Mr.,Cliff,,Stoltenberg,,,M,white,nonhispanic,M,Grafton  Massachusetts  US,825 Green Ramp Apt 17,Newton,Massachusetts,Middlesex County,25017,02462,42.394724175541256,-71.17990317354396,97137.09,108424.81,913073
bec648a8-f5e8-68df-1c1a-da405f5320ac,1944-02-29,,999-79-2688,S99942976,X9474635X,Mrs.,Alysia,Tina,Russel,,Blick,M,black,nonhispanic,F,Boston  Massachusetts  US,475 Hackett Rapid Suite 71,Taunton,Massachusetts,Bristol County,25005,02780,41.90263979599965,-71.05261376088664,1071916.02,408566.55,74981
39e3be2d-048e-e50e-583d-1456fe2c883f,2017-02-23,,999-26-9181,,,,Claudio,Felton,Orn,,,,white,nonhispanic,M,Lancaster  Massachusetts  US,733 Sawayn Quay Apt 46,Carver,Massachusetts,Plymouth County,,00000,41.886596302767266,-70.76118020826816,18689.34,0.00,71476
8f4ac8e9-2a25-945f-38f5-cd8639ff1eaa,2024-03-20,,999-33-2723,,,,Carey,Elias,Monahan,,,,white,nonhispanic,M,Newburyport  Massachusetts  US,441 Homenick Path Suite 89,Boston,Massachusetts,Suffolk County,25017,02467,42.37075049913589,-70.98126343868964,351.84,6583.03,1069
fe8b3032-23f7-cf49-b43c-79c82ee9f284,1974-12-04,,999-63-3111,S99934645,X8409641X,Mr.,Lucas,Abel,Walter,,,M,white,nonhispanic,M,North Reading  Massachusetts  US,1012 Hilll Branch Suite 17,Lawrence,Massachusetts,Essex County,25009,01843,42.68169165243804,-71.20127644925401,443346.21,319011.92,46342
941c6e2a-ac03-57d8-26a6-3e03eef756ce,1989-07-08,,999-35-1477,S99965752,X25374573X,Mr.,Chong,Mike,Mosciski,,,M,white,hispanic,M,Franklin  Massachusetts  US,825 Lubowitz Ranch Unit 24,Chicopee,Massachusetts,Hampden County,25013,01020,42.206856795513325,-72.51629144191601,69694.97,10219.75,73054
0a578c51-c8b5-a513-25e2-71a98692737b,1967-07-20,1983-08-02,999-88-1523,S99960189,,,Gaylord,Lenny,Price,,,,white,nonhispanic,M,Lawrence  Massachusetts  US,553 Ferry Alley,Westfield,Massachusetts,Hampden County,25013,01085,42.09978359060402,-72.84090177374132,36747.60,0.00,81616
2f2b967e-73b0-0f88-359c-dcb10c666f6c,1971-03-31,,999-50-6319,S99937239,X28090580X,Mrs.,Simonne,,Mosciski,,Christiansen,M,white,nonhispanic,F,Medford  Massachusetts  US,148 Trantow Loaf Apt 95,Northborough,Massachusetts,Worcester County,25027,01532,42.31138132112106,-71.65163665165183,305382.22,635361.96,146331
815ec537-8562-a2db-3861-53f1d9fd6a78,1997-11-18,,999-91-7982,S99963157,X3797675X,Mr.,Stephen,Eusebio,Bauch,,,,white,nonhispanic,M,Lunenburg  Massachusetts  US,679 Wuckert Divide,Easthampton,Massachusetts,Hampshire County,25015,01027,42.30042363765327,-72.77211161943711,53716.61,19902.03,41201
5b51727a-e708-dbe2-fc91-1b43679f96ef,2001-09-28,,999-80-8361,S99953216,X20238306X,Ms.,Cathrine,Bambi,Swaniawski,,,,white,nonhispanic,F,Waltham  Massachusetts  US,1070 Kunze Mews Suite 45,Everett,Massachusetts,Middlesex County,25017,02148,42.43288284546291,-71.07971765030643,6400.00,189221.83,11185
03e141d2-5c2c-831e-e303-3d56c47b6692,2005-10-18,,999-68-2439,S99957545,,Ms.,Alysa,Alina,Baumbach,,,,white,nonhispanic,F,Fitchburg  Massachusetts  US,522 Bernier Neck,Boston,Massachusetts,Suffolk County,25025,02111,42.32322917651128,-71.06346650471467,65593.37,49623.39,35459
6c5c5993-dcb5-642e-810d-296c6cd47a59,1964-12-31,,999-83-4537,S99968613,X24258861X,Mr.,Odell,Keneth,Rowe,,,M,white,nonhispanic,M,Westminster  Massachusetts  US,315 Sanford Estate Suite 26,Worcester,Massachusetts,Worcester County,25027,01545,42.22609829680198,-71.7765944582089,197413.91,28336.44,46433
0ae13690-77ce-5a57-e290-1cdb0ce5cde9,2009-06-15,,999-60-7487,,,,Anderson,Sammy,Hammes,,,,white,hispanic,M,West Newbury  Massachusetts  US,891 Franecki Spur,Boston,Massachusetts,Suffolk County,25025,02215,42.3733252509206,-71.08464288049746,50177.50,6429.71,119772
7a07a866-f799-065d-2e76-4d584f25718a,1992-02-14,,999-21-9482,S99966145,X32109173X,Mrs.,Kate,,Graham,,Feeney,M,asian,nonhispanic,F,Holyoke  Massachusetts  US,854 Windler Drive,Framingham,Massachusetts,Middlesex County,25017,01701,42.32015665703533,-71.41586399462773,187324.90,140519.50,88527
4c50ab7f-3152-39dc-9605-a91e356f00e7,2024-10-11,,999-67-7344,,,,Kirk,Hector,Deckow,,,,white,nonhispanic,M,Quincy  Massachusetts  US,914 Feeney View,Arlington,Massachusetts,Middlesex County,25017,02474,42.43634548802899,-71.15881932443126,3801.57,0.00,46761
d08ebd3a-3989-f968-6d3b-d20c328efb3b,1950-10-27,,999-34-2161,S99970155,X4172799X,Mr.,Sydney,Erasmo,Kilback,,,S,white,nonhispanic,M,Rehoboth  Massachusetts  US,522 Feeney Gate,Newton,Massachusetts,Middlesex County,25017,02460,42.381251038148676,-71.22323844109142,311114.12,884700.15,565354
1f34f348-7ac6-b180-dedf-58497e683f85,1999-05-17,,999-27-2614,S99982577,X45075815X,Ms.,Melia,,Fay,,,,white,nonhispanic,F,Arlington  Massachusetts  US,888 Kunze Spur Apt 80,Brockton,Massachusetts,Plymouth County,25023,02301,42.063211812823155,-71.08417838365624,49030.32,46938.95,95076
579281c2-cf00-2e85-55cd-aae0fb855aac,1967-07-20,,999-76-6248,S99927412,X50272423X,Mr.,Ruben,Teddy,Kling,,,S,white,nonhispanic,M,Newton  Massachusetts  US,813 Herman Road,Westfield,Massachusetts,Hampden County,25013,01086,42.12900053192777,-72.7082550868751,153436.70,76557.86,81616
5f307e31-5398-4402-d1e0-9f759a9fc9dc,1956-02-29,,999-29-7062,S99939407,X47343574X,Ms.,Anisa,Laverna,Hagenes,,,S,white,nonhispanic,F,Lawrence  Massachusetts  US,414 Farrell Skyway,Beverly,Massachusetts,Essex County,25009,01915,42.55355864069238,-70.86333944283794,36929.57,1084082.62,11550
884bca5d-0a09-e0e5-3456-3b3b2ce690dc,1984-01-28,2022-04-01,999-48-3782,S99958645,X28096266X,Mr.,Russel,Ramiro,Tromp,,,M,white,nonhispanic,M,Boston  Massachusetts  US,967 Runolfsdottir Orchard Suite 13,Rockport,Massachusetts,Essex County,25009,01966,42.68119968798021,-70.60736445393516,119495.45,130953.92,55087
3a8dec4c-8712-9c3b-2ed4-e2e4b3c7be78,2021-01-24,,999-22-4031,,,,Shaquana,Eddie,McDermott,,,,white,nonhispanic,F,Wareham  Massachusetts  US,370 VonRueden Camp,Cambridge,Massachusetts,Middlesex County,25017,02141,42.36760825036582,-71.16325055748625,7430.90,21758.35,34948
717609d4-a661-93e2-3d2e-788603187094,1987-04-08,,999-81-9952,S99958098,X1753952X,Mrs.,Kortney,,Kertzmann,,Schumm,W,white,nonhispanic,F,Brookline  Massachusetts  US,788 Rogahn Camp Suite 22,Plymouth,Massachusetts,Plymouth County,25023,02360,41.88307844757332,-70.65896078506263,119290.26,857657.92,23704
d828eba9-269a-3149-051f-82b38847cfc4,1996-03-29,,999-83-9342,S99959877,X27260164X,Mrs.,Phung,Fidelia,Donnelly,,Batz,M,white,nonhispanic,F,Arlington  Massachusetts  US,583 Ankunding Street,Millbury,Massachusetts,Worcester County,,00000,42.24194359366404,-71.80264937739523,446200.92,0.00,103088
79880595-e4eb-d375-5850-33974f5a517c,2008-12-12,,999-71-1424,S99950505,,,Germaine,Vena,Tromp,,,,black,nonhispanic,F,Mattapoisett  Massachusetts  US,851 Hammes Estate Apt 32,Fall River,Massachusetts,Bristol County,25005,02790,41.63922849969511,-71.11659361526031,34269.31,5202.82,59725
0d0c8731-a5c2-58fe-4bf4-4b0e22192f9b,1959-01-06,,999-29-3763,S99961936,X38993661X,Mrs.,Maryanna,Luciana,Tillman,,Fadel,M,white,nonhispanic,F,Dracut  Massachusetts  US,804 Flatley Village,Edgartown,Massachusetts,Dukes County,,00000,41.392068230531265,-70.51651874026612,1200332.77,147996.17,98866
45602353-66cf-c389-a134-3ffe143cad44,2004-10-19,,999-94-2410,S99967864,X79407155X,Ms.,Luise,Juli,Ullrich,,,,black,hispanic,F,Wellesley  Massachusetts  US,529 Jacobson Rapid Suite 29,Revere,Massachusetts,Suffolk County,25025,02151,42.43618541603182,-70.99060158596275,37800.59,32955.58,108025
eb8cdd1c-04ab-d16e-a946-48b96ad1409d,2004-11-09,,999-85-5995,S99951601,X42050976X,Ms.,Dione,Mackenzie,Crona,,,,asian,nonhispanic,F,Bourne  Massachusetts  US,773 Roberts Common Unit 19,Boston,Massachusetts,Suffolk County,25025,02120,42.36030099657831,-71.0089444620029,93034.04,24606.96,99667
c9db761d-6825-bd7e-0523-14eab6e6a253,1978-12-04,,999-99-9341,S99974639,X21304808X,Mrs.,Maris,Lashawnda,Sanford,,Hansen,M,white,nonhispanic,F,Sharon  Massachusetts  US,835 Zemlak Stravenue,Cambridge,Massachusetts,Middlesex County,25017,02138,42.39802190805776,-71.16085829969477,321254.59,232238.50,49665
52114101-2388-799d-a786-141b80728597,1997-11-19,,999-57-8193,S99990148,X88027873X,Mr.,Troy,Scotty,Feest,,,,white,nonhispanic,M,Holden  Massachusetts  US,210 Halvorson Passage Unit 61,North Westport,Massachusetts,Bristol County,,00000,41.650897544476706,-71.14301086748627,119366.13,388.50,37804
4684488b-6925-513b-8d65-3e402edbbc9f,1960-11-03,2020-12-14,999-45-8147,S99918168,X81661023X,Mr.,Chauncey,Kyle,Reichert,,,M,white,nonhispanic,M,Swansea  Massachusetts  US,869 Rolfson Trace,Quincy,Massachusetts,Norfolk County,25021,02186,42.306139774623645,-71.03289874049909,164116.27,57989.86,635177
bc1f495d-ab95-bac1-1a23-cb6919ed44f0,1984-01-28,,999-74-3444,S99938413,X89723654X,Mr.,Carmine,Rashad,Hermiston,,,M,white,nonhispanic,M,Carlisle  Massachusetts  US,364 Homenick Bridge Unit 72,Rockport,Massachusetts,Essex County,25009,01966,42.59219670302441,-70.57921449613202,156759.21,45565.70,55087
260504f4-ac6f-7752-ac9e-b5228eb90682,1956-04-19,,999-75-8385,S99931608,X43655758X,Mr.,August,Dino,Batz,,,S,hawaiian,nonhispanic,M,Everett  Massachusetts  US,570 Kunde Throughway,Fairhaven,Massachusetts,Bristol County,,00000,41.638822333224915,-70.82928091446436,243224.32,253488.67,184996
c3ea84c3-1abc-a9a5-fb8c-6cf5442e5ef4,2009-09-02,,999-98-1913,,,,Lael,Glady,Larson,,,,white,nonhispanic,F,Fitchburg  Massachusetts  US,1061 Moen Promenade Apt 42,East Bridgewater,Massachusetts,Plymouth County,,00000,42.057642938121866,-70.972978261576,26394.16,32587.32,96254
0b86d7aa-2434-4863-0d50-5fe8c2767a19,1966-04-03,1967-05-22,999-55-5651,,,,Donald,Ozzie,Stroman,,,,white,nonhispanic,M,Boston  Massachusetts  US,721 Jacobi Mews Suite 31,Reading,Massachusetts,Middlesex County,25017,01801,42.49969433194427,-71.13238243720286,7445.75,16030.25,162811
2ad38a62-2a62-061e-dff8-81f076051157,1979-01-23,,999-21-3599,S99979235,X37050094X,Mr.,Fermin,Angelo,Yundt,,,M,white,nonhispanic,M,Boston  Massachusetts  US,494 DuBuque Rapid Unit 85,Lawrence,Massachusetts,Essex County,25009,01840,42.68007407287371,-71.16005657581276,7551.68,113449.68,3366
22f72b78-75c4-0612-211b-a7a48ffd385e,1966-03-04,,999-53-2175,S99988172,X73680812X,Mr.,Ruben,Dallas,Ankunding,,,S,white,nonhispanic,M,Middleborough  Massachusetts  US,811 Nolan Light Apt 59,Boston,Massachusetts,Suffolk County,25025,02128,42.43812211469441,-71.03600549614636,172823.97,17844.38,41363
e6717807-8003-3360-82a9-24c0b1c9c82a,2023-04-14,,999-41-5440,,,,Rob,Elton,Langosh,,,,white,nonhispanic,M,Dennis  Massachusetts  US,970 Beer Vale,Marblehead,Massachusetts,Essex County,25009,01945,42.497534731054415,-70.88194509679411,11139.28,5310.44,86635
d54452ac-ab84-c051-f21a-93bbefd573da,1991-11-21,,999-38-3850,S99992529,X57560213X,Mrs.,Mariana,Virginia,Godínez,,Salinas,M,white,hispanic,F,San Jose  San Jose  CR,130 Bode Gateway,Boston,Massachusetts,Suffolk County,25025,02132,42.376926923637534,-71.04505221217235,11766.15,831800.59,1622
617452f0-f78a-704f-2116-ea8a87a6698d,1968-06-05,,999-53-6694,S99935096,X6374320X,Mrs.,Renata,Dorethea,Nolan,,Gerhold,D,white,nonhispanic,F,Boston  Massachusetts  US,1023 Johnston Esplanade,Fitchburg,Massachusetts,Worcester County,25027,01420,42.63436575907202,-71.85288309977676,666676.11,376825.77,92814
651fccac-2ac0-f5ef-a3a2-e7304f8178e5,1974-12-05,,999-15-1209,S99948552,X79612540X,Mrs.,Jessika,,Krajcik,,Hauck,M,white,nonhispanic,F,Haverhill  Massachusetts  US,735 Simonis Park Apt 67,Attleboro,Massachusetts,Bristol County,25005,02703,41.91759547109269,-71.27937022991652,210067.09,867465.55,30536
2d167ce4-92b1-ec26-3ddb-460bb81be359,1958-01-05,,999-14-9999,S99987156,X19639058X,Mrs.,Yolanda,Ramona,Hernandes,,Delacrúz,M,white,hispanic,F,San Juan  Puerto Rico  PR,478 Robel Road,Boston,Massachusetts,Suffolk County,25025,02130,42.3934345820079,-71.09336511186879,230714.35,770068.03,26234
d1f5103d-3624-a74b-7e75-61a33c2e5141,1960-11-03,,999-91-4601,S99932785,X35033557X,Mr.,Bryan,Timmy,Wiza,,,M,white,nonhispanic,M,Newton  Massachusetts  US,795 Cremin Flat Unit 8,Quincy,Massachusetts,Norfolk County,25021,02171,42.28650774530968,-71.03368185595758,181424.39,55275.54,635177
d1ae3f5a-2fef-064c-4489-dd0b9207464c,1966-04-03,,999-51-5357,S99992225,X84787054X,Mr.,Reuben,Damon,Kunde,,,D,white,nonhispanic,M,Amherst  Massachusetts  US,632 Gleichner Spur Suite 26,Reading,Massachusetts,Middlesex County,25017,01801,42.517411905824744,-71.13455112314955,148887.10,17334.77,162811
b1544846-65a4-49a7-426e-56ac84fc15d0,1980-05-06,,999-16-3118,S99977887,X64542858X,Mr.,Hung,Bernard,Koch,,,S,white,nonhispanic,M,Boston  Massachusetts  US,412 Cronin Bay Suite 15,Boxford,Massachusetts,Essex County,25009,01921,42.6414626411705,-71.02577139827497,165207.65,103178.98,55595
1f72d8f6-6e04-f03a-e8ec-2b0a1a02643c,1979-11-12,,999-38-7478,S99925571,X5620428X,Mr.,Taylor,Dewey,Hackett,,,W,white,nonhispanic,M,Newton  Massachusetts  US,478 Pouros Street,Sudbury,Massachusetts,Middlesex County,,00000,42.40507647291692,-71.45961004591314,76172.22,133310.57,411194
19baafe0-1a4f-ae15-128f-875d9349fcc2,1963-11-04,,999-52-8770,S99967094,X11375329X,Mrs.,Dorthy,,Dach,,Huels,M,white,nonhispanic,F,Revere  Massachusetts  US,594 Schowalter Junction Suite 68,Ludlow,Massachusetts,Hampden County,,00000,42.20166315196502,-72.43955798459785,707719.30,375533.13,58811
117826f6-1fe8-fc79-d171-db6ab8499289,1968-12-13,,999-89-9936,S99956124,X4252011X,Mr.,Jonas,Wade,Ortiz,,,D,white,nonhispanic,M,Gloucester  Massachusetts  US,1071 Johnson Rest Suite 2,Leominster,Massachusetts,Worcester County,25027,01420,42.536408363061064,-71.77839824197817,221446.90,820973.45,125805
95a738c4-6176-a822-efc4-c4db77442b7c,1962-12-12,,999-63-2364,S99999594,X15431955X,Mrs.,Rocio,Linn,Nienow,,Fisher,M,white,nonhispanic,F,Somerville  Massachusetts  US,819 Mitchell Grove,Colrain,Massachusetts,Franklin County,,00000,42.664233906356586,-72.71158138713834,157254.61,778011.26,123258
881c38b8-f869-0937-286d-6e9f298bf981,1973-07-25,,999-40-6289,S99970212,X18508993X,Mr.,Lamont,,Herman,,,W,white,nonhispanic,M,Wakefield  Massachusetts  US,856 Hickle Arcade,Harvard,Massachusetts,Worcester County,,00000,42.534501317606995,-71.5536531062835,172422.13,91226.89,131612
eba770d2-88f4-b921-e4d1-7c996d4b7e19,2001-04-04,,999-71-5939,S99950574,X28029847X,Mr.,Geoffrey,Judson,Schuppe,,,,white,nonhispanic,M,Lexington  Massachusetts  US,862 Murray Center,Northampton,Massachusetts,Hampshire County,25015,01060,42.2872985257649,-72.66244540212044,66756.67,25213.50,28082
46ae1e52-59a5-1efa-6263-8439e9b5040b,2023-02-26,,999-27-7210,,,,Jared,,Powlowski,,,,white,nonhispanic,M,Somerset  Massachusetts  US,443 Dickinson Camp Apt 63,Springfield,Massachusetts,Hampden County,25013,01105,42.049845169143985,-72.50056001127757,350.00,4977.92,32440
582d88ab-b9fe-b11a-9e4a-15a8fc59387d,1960-11-19,,999-81-8445,S99947456,X75775063X,Mr.,Fausto,Sandy,Hilll,,,S,white,hispanic,M,Norwell  Massachusetts  US,323 Schmeler Trace,Lynn,Massachusetts,Essex County,25009,01906,42.46976507713037,-71.03819599845913,126858.32,226216.04,131649
1c2b3de0-49b7-3312-7d0f-3e5eb00fdabb,1962-10-08,,999-62-1104,S99984162,X70741393X,Mr.,Werner,,Kovacek,,,D,white,nonhispanic,M,North Attleborough  Massachusetts  US,571 Fritsch Plaza Apt 88,Maynard,Massachusetts,Middlesex County,25017,01754,42.46384472427743,-71.45875781140704,131180.73,11639.53,501830
0bb953eb-6790-1cb1-7cad-689f096e59d8,1955-05-12,,999-46-3521,S99941059,X42058484X,Ms.,Nikole,,Batz,,,S,white,nonhispanic,F,Springfield  Massachusetts  US,252 Pouros Parade,Framingham,Massachusetts,Middlesex County,25017,01701,42.31616765087206,-71.3947502606853,958847.13,396039.63,64112
0f50176e-4c9a-52db-062f-796a9f7c8a6a,1971-06-14,,999-43-8116,S99921659,X49610869X,Mr.,Hershel,Jamey,Dare,,,M,white,nonhispanic,M,Abington  Massachusetts  US,926 Zboncak Boulevard,Boston,Massachusetts,Suffolk County,25025,02130,42.334045487687,-71.08575754565412,9365.59,142291.78,11822
d7346ec0-baed-eb0e-d33c-221647aad98f,1987-12-10,,999-38-7506,S99931941,X48476467X,Mr.,Markus,Cristobal,Brekke,,,M,white,nonhispanic,M,Lynn  Massachusetts  US,844 Halvorson Brook Suite 66,Marshfield,Massachusetts,Plymouth County,25023,02050,42.154188470466856,-70.71590686901057,24671.26,331554.51,17994
006bb486-74cc-29d4-b97f-f035efb613d1,2005-09-15,,999-44-9927,S99911145,,Ms.,Luba,Chloe,DuBuque,,,,asian,nonhispanic,F,Daegu  Daegu  KR,1015 Metz Promenade Apt 75,Hopkinton,Massachusetts,Middlesex County,25017,01748,42.26361642441157,-71.54546775831541,56845.89,0.00,55204
9a36d0f4-082e-ba75-6af1-d16ac20a75b3,1951-08-20,,999-51-2726,S99932684,X10274228X,Mrs.,Rozella,Amberly,Greenfelder,,Ryan,M,white,nonhispanic,F,Beverly  Massachusetts  US,485 Haag Walk,Northampton,Massachusetts,Hampshire County,25015,01062,42.34743730322892,-72.59078842491243,41074.84,1548080.25,18343
